store_name,city,zip_code,store_location,county,category_name,vendor_name,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons,year,month,day,day_of_week
wilkie liquors,mt vernon,52314,POINT (-91.960918 41.994458),linn,distilled spirits specialty,luxco inc,juarez gold dss,12,1000,4.76,7.14,540,3855.6,540.0,142.65,2014,5,1,3
hillstreet news and tobacco,cedar falls,50613,POINT (-92.455796 42.517182),black hawk,distilled spirits specialty,luxco inc,juarez gold dss,12,1000,4.92,7.38,48,354.24,48.0,12.68,2016,8,18,3
wilkie liquors,mt vernon,52314,POINT (-91.960918 41.994458),linn,distilled spirits specialty,luxco inc,juarez gold dss,12,1000,4.92,7.38,360,2656.8,360.0,95.1,2014,10,9,3
hy-vee,carroll,51401,POINT (-94.853591 42.064155),carroll,distilled spirits specialty,luxco inc,juarez gold dss,12,1000,4.75,7.13,60,427.8,60.0,15.85,2012,10,16,1
wilkie liquors,mount vernon,52314,POINT (-91.410401 41.918328),linn,imported distilled spirit specialty,luxco inc,juarez gold dss,12,1000,5.0,7.5,360,2700.0,360.0,95.1,2020,4,23,3
sam's club,windsor heights,50311,POINT (-93.718027 41.599172),polk,distilled spirits specialty,luxco inc,juarez gold dss,12,1000,4.92,7.38,48,354.24,48.0,12.68,2015,12,15,1
keokuk spirits,keokuk,52632,POINT (-91.387797 40.400038),lee,imported distilled spirit specialty,luxco inc,juarez gold dss,12,1000,5.17,7.76,84,619.92,84.0,22.19,2017,1,23,0
sam's club,ames,50010,POINT (-93.613648 42.001123),story,imported distilled spirit specialty,luxco inc,juarez gold dss,12,1000,5.17,7.76,60,465.6,60.0,15.85,2018,9,12,2
benz distributing,cedar rapids,52401,POINT (-91.659875 41.97574),linn,imported distilled spirit specialty,luxco inc,juarez gold dss,12,1000,5.17,7.76,48,372.48,48.0,12.68,2018,8,6,0
sam's club,council bluffs,51501,POINT (-95.847163 41.225208),pottawatta,imported distilled spirit specialty,luxco inc,juarez gold dss,12,1000,5.0,7.5,72,540.0,72.0,19.02,2020,11,25,2
cork and bottle,oskaloosa,52577,POINT (-92.648153 41.296228),mahaska,imported distilled spirit specialty,luxco inc,juarez gold dss,12,1000,5.17,7.76,60,465.6,60.0,15.85,2018,6,13,2
quicker liquor store,fort madison,52627,POINT (-91.373211 40.62422600000001),lee,imported distilled spirit specialty,luxco inc,juarez gold dss,12,1000,5.0,7.5,120,900.0,120.0,31.7,2020,4,22,2
hy-vee,carroll,51401,POINT (-94.853591 42.064155),carroll,imported distilled spirit specialty,luxco inc,juarez gold dss,12,1000,5.0,7.5,108,810.0,108.0,28.53,2019,1,24,3
wilkie liquors,mt vernon,52314,POINT (-91.960918 41.994458),linn,distilled spirits specialty,luxco inc,juarez gold dss,12,1000,4.75,7.13,240,1711.2,240.0,63.4,2012,2,6,0
sam's club,ames,50010,POINT (-93.613648 42.001123),story,distilled spirits specialty,luxco inc,juarez gold dss,12,1000,4.75,7.13,120,855.6,120.0,31.7,2012,1,23,0
sam's club,cedar rapids,52402,POINT (-91.67969 42.031819),linn,distilled spirits specialty,luxco inc,juarez gold dss,12,1000,4.92,7.38,156,1151.28,156.0,41.21,2016,8,23,1
sam's club,windsor heights,50311,POINT (-93.718027 41.599172),polk,distilled spirits specialty,luxco inc,juarez gold dss,12,1000,4.75,7.13,180,1283.4,180.0,47.55,2012,10,17,2
hy-vee,carroll,51401,POINT (-94.853591 42.064155),carroll,distilled spirits specialty,luxco inc,juarez gold dss,12,1000,4.92,7.38,144,1062.72,144.0,38.04,2015,2,19,3
sam's club,cedar rapids,52402,POINT (-91.67969 42.031819),linn,distilled spirits specialty,luxco inc,juarez gold dss,12,1000,4.92,7.38,144,1062.72,144.0,38.04,2014,12,19,4
hy-vee,marshalltown,50158,POINT (-92.912817 42.039205),marshall,distilled spirits specialty,luxco inc,juarez gold dss,12,1000,4.75,7.13,48,342.24,48.0,12.68,2012,5,17,3
sam's club,council bluffs,51501,POINT (-95.847163 41.225208),pottawatta,imported distilled spirit specialty,luxco inc,juarez gold dss,12,1000,5.0,7.5,60,450.0,60.0,15.85,2020,10,14,2
hy-vee,cherokee,51012,POINT (-95.552585 42.765259),cherokee,distilled spirits specialty,luxco inc,juarez gold dss,12,1000,4.92,7.38,60,442.8,60.0,15.85,2014,10,28,1
hy-vee,carroll,51401,POINT (-94.853591 42.064155),carroll,distilled spirits specialty,luxco inc,juarez gold dss,12,1000,4.92,7.38,120,885.6,120.0,31.7,2016,8,25,3
sam's club,cedar rapids,52402,POINT (-91.67969 42.031819),linn,distilled spirits specialty,luxco inc,juarez gold dss,12,1000,4.75,7.13,96,684.48,96.0,25.36,2012,7,25,2
benz distributing,cedar rapids,52401,POINT (-91.659875 41.97574),linn,distilled spirits specialty,luxco inc,juarez gold dss,12,1000,4.75,7.13,60,427.8,60.0,15.85,2013,6,6,3
wine and spirits shoppe of,algona,50511,POINT (-94.226874 43.068382),kossuth,distilled spirits specialty,luxco inc,juarez gold dss,12,1000,4.75,7.13,60,427.8,60.0,15.85,2013,8,14,2
hy-vee,burlington,52601,POINT (-91.136655 40.814666),des moines,distilled spirits specialty,luxco inc,juarez gold dss,12,1000,4.75,7.13,60,427.8,60.0,15.85,2012,1,24,1
wilkie liquors,mount vernon,52314,POINT (-91.410401 41.918328),linn,imported distilled spirit specialty,luxco inc,juarez gold dss,12,1000,5.17,7.76,720,5313.6,720.0,190.2,2017,8,10,3
hy-vee,marshalltown,50158,POINT (-92.912817 42.039205),marshall,distilled spirits specialty,luxco inc,juarez gold dss,12,1000,4.92,7.38,48,354.24,48.0,12.68,2015,9,8,1
sam's club,ames,50010,POINT (-93.613648 42.001123),story,imported distilled spirit specialty,luxco inc,juarez gold dss,12,1000,5.0,7.5,300,2250.0,300.0,79.25,2020,8,5,2
hy-vee,cherokee,51012,POINT (-95.552585 42.765259),cherokee,distilled spirits specialty,luxco inc,juarez gold dss,12,1000,4.75,7.13,48,342.24,48.0,12.68,2013,7,23,1
sam's club,windsor heights,50311,POINT (-93.718027 41.599172),polk,imported distilled spirit specialty,luxco inc,juarez gold dss,12,1000,5.0,7.5,96,720.0,96.0,25.36,2020,10,21,2
wilkie liquors,mount vernon,52314,POINT (-91.410401 41.918328),linn,distilled spirits specialty,luxco inc,juarez gold dss,12,1000,4.92,7.38,420,3099.6,420.0,110.95,2016,8,4,3
keokuk spirits,keokuk,52632,POINT (-91.387797 40.400038),lee,imported distilled spirit specialty,luxco inc,juarez gold dss,12,1000,5.0,7.5,48,360.0,48.0,12.68,2019,11,13,2
sam's club,ames,50010,POINT (-93.613648 42.001123),story,imported distilled spirit specialty,luxco inc,juarez gold dss,12,1000,5.17,7.76,60,442.8,60.0,15.85,2017,7,26,2
hy-vee,carroll,51401,POINT (-94.853591 42.064155),carroll,distilled spirits specialty,luxco inc,juarez gold dss,12,1000,4.75,7.13,120,855.6,120.0,31.7,2013,9,12,3
central city,des moines,50314,POINT (-93.613739 41.60572),polk,imported distilled spirit specialty,luxco inc,juarez gold dss,12,1000,5.0,7.5,84,630.0,84.0,22.19,2020,2,3,0
sam's club,sioux city,51106,POINT (-96.37082 42.43407),woodbury,imported distilled spirit specialty,luxco inc,juarez gold dss,12,1000,5.0,7.5,60,450.0,60.0,15.85,2020,4,21,1
sam's club,windsor heights,50311,POINT (-93.718027 41.599172),polk,distilled spirits specialty,luxco inc,juarez gold dss,12,1000,4.75,7.13,156,1112.28,156.0,41.21,2012,8,15,2
benz distributing,cedar rapids,52401,POINT (-91.659875 41.97574),linn,imported distilled spirit specialty,luxco inc,juarez gold dss,12,1000,5.17,7.76,72,558.72,72.0,19.02,2018,5,16,2
sam's club,ames,50010,POINT (-93.613648 42.001123),story,distilled spirits specialty,luxco inc,juarez gold dss,12,1000,4.75,7.13,156,1112.28,156.0,41.21,2012,12,21,4
hy-vee,carroll,51401,POINT (-94.853591 42.064155),carroll,imported distilled spirit specialty,luxco inc,juarez gold dss,12,1000,5.0,7.5,108,810.0,108.0,28.53,2020,4,27,0
sam's club,council bluffs,51501,POINT (-95.847163 41.225208),pottawatta,imported distilled spirit specialty,luxco inc,juarez gold dss,12,1000,5.17,7.76,48,372.48,48.0,12.68,2018,6,15,4
benz distributing,cedar rapids,52401,POINT (-91.659875 41.97574),linn,distilled spirits specialty,luxco inc,juarez gold dss,12,1000,4.75,7.13,72,513.36,72.0,19.02,2013,4,18,3
hy-vee,carroll,51401,POINT (-94.853591 42.064155),carroll,imported distilled spirit specialty,luxco inc,juarez gold dss,12,1000,5.0,7.5,120,900.0,120.0,31.7,2019,7,1,0
benz distributing,cedar rapids,52401,POINT (-91.659875 41.97574),linn,imported distilled spirit specialty,luxco inc,juarez gold dss,12,1000,5.17,7.76,120,931.2,120.0,31.7,2018,8,27,0
sam's club,ames,50010,POINT (-93.613648 42.001123),story,imported distilled spirit specialty,luxco inc,juarez gold dss,12,1000,5.17,7.76,144,1062.72,144.0,38.04,2016,10,5,2
sam's club,cedar rapids,52402,POINT (-91.67969 42.031819),linn,imported distilled spirit specialty,luxco inc,juarez gold dss,12,1000,5.17,7.76,108,838.08,108.0,28.53,2018,9,25,1
central city,des moines,50314,POINT (-93.613739 41.60572),polk,imported distilled spirit specialty,luxco inc,juarez gold dss,12,1000,5.0,7.5,120,900.0,120.0,31.7,2020,11,2,0
beecher beverage,dubuque,52001,POINT (-90.696886 42.500775000000004),dubuque,distilled spirits specialty,luxco inc,juarez gold dss,12,1000,4.75,7.13,48,342.24,48.0,12.68,2012,4,10,1
sam's club,cedar rapids,52402,POINT (-91.67969 42.031819),linn,imported distilled spirit specialty,luxco inc,juarez gold dss,12,1000,5.0,7.5,96,720.0,96.0,25.36,2020,7,2,3
keokuk spirits,keokuk,52632,POINT (-91.387797 40.400038),lee,imported distilled spirit specialty,luxco inc,juarez gold dss,12,1000,5.17,7.76,132,974.16,132.0,34.87,2017,6,26,0
wilkie liquors,mt vernon,52314,POINT (-91.960918 41.994458),linn,distilled spirits specialty,luxco inc,juarez gold dss,12,1000,4.75,7.13,60,427.8,60.0,15.85,2012,10,11,3
hy-vee,carroll,51401,POINT (-94.853591 42.064155),carroll,distilled spirits specialty,luxco inc,juarez gold dss,12,1000,4.75,7.13,60,427.8,60.0,15.85,2012,11,27,1
wilkie liquors,mount vernon,52314,POINT (-91.410401 41.918328),linn,distilled spirits specialty,luxco inc,juarez gold dss,12,1000,4.92,7.38,480,3542.4,480.0,126.8,2015,2,19,3
hillstreet news and tobacco,cedar falls,50613,POINT (-92.455796 42.517182),black hawk,imported distilled spirit specialty,luxco inc,juarez gold dss,12,1000,5.0,7.5,48,360.0,48.0,12.68,2019,5,9,3
keokuk spirits,keokuk,52632,POINT (-91.387797 40.400038),lee,distilled spirits specialty,luxco inc,juarez gold dss,12,1000,4.92,7.38,84,619.92,84.0,22.19,2014,9,15,0
hy-vee,carroll,51401,POINT (-94.853591 42.064155),carroll,imported distilled spirit specialty,luxco inc,juarez gold dss,12,1000,5.0,7.5,72,540.0,72.0,19.02,2019,3,21,3
keokuk spirits,keokuk,52632,POINT (-91.387797 40.400038),lee,distilled spirits specialty,luxco inc,juarez gold dss,12,1000,4.92,7.38,84,619.92,84.0,22.19,2015,6,22,0
keokuk spirits,keokuk,52632,POINT (-91.387797 40.400038),lee,distilled spirits specialty,luxco inc,juarez gold dss,12,1000,4.92,7.38,120,885.6,120.0,31.7,2014,9,8,0
benz distributing,cedar rapids,52401,POINT (-91.659875 41.97574),linn,distilled spirits specialty,luxco inc,juarez gold dss,12,1000,4.76,7.14,48,342.72,48.0,12.68,2014,3,17,0
wilkie liquors,mount vernon,52314,POINT (-91.410401 41.918328),linn,imported distilled spirit specialty,luxco inc,juarez gold dss,12,1000,5.17,7.76,540,4190.4,540.0,142.65,2018,8,23,3
keokuk spirits,keokuk,52632,POINT (-91.387797 40.400038),lee,imported distilled spirit specialty,luxco inc,juarez gold dss,12,1000,5.17,7.76,72,531.36,72.0,19.02,2017,2,27,0
sam's club,council bluffs,51501,POINT (-95.847163 41.225208),pottawattamie,distilled spirits specialty,luxco inc,juarez gold dss,12,1000,4.75,7.13,60,427.8,60.0,15.85,2013,3,26,1
wilkie liquors,mount vernon,52314,POINT (-91.410401 41.918328),linn,distilled spirits specialty,luxco inc,juarez gold dss,12,1000,4.92,7.38,540,3985.2,540.0,142.65,2015,2,26,3
sam's club,windsor heights,50311,POINT (-93.718027 41.599172),polk,distilled spirits specialty,luxco inc,juarez gold dss,12,1000,4.92,7.38,108,797.04,108.0,28.53,2016,5,10,1
sam's club,windsor heights,50311,POINT (-93.718027 41.599172),polk,distilled spirits specialty,luxco inc,juarez gold dss,12,1000,4.92,7.38,60,442.8,60.0,15.85,2015,5,5,1
wilkie liquors,mt vernon,52314,POINT (-91.960918 41.994458),linn,distilled spirits specialty,luxco inc,juarez gold dss,12,1000,4.75,7.13,300,2139.0,300.0,79.25,2012,4,2,0
benz distributing,cedar rapids,52401,POINT (-91.659875 41.97574),linn,imported distilled spirit specialty,luxco inc,juarez gold dss,12,1000,5.17,7.76,48,354.24,48.0,12.68,2017,3,29,2
benz distributing,cedar rapids,52401,POINT (-91.659875 41.97574),linn,imported distilled spirit specialty,luxco inc,juarez gold dss,12,1000,5.17,7.76,84,619.92,84.0,22.19,2017,10,11,2
keokuk spirits,keokuk,52632,POINT (-91.387797 40.400038),lee,distilled spirits specialty,luxco inc,juarez gold dss,12,1000,4.92,7.38,84,619.92,84.0,22.19,2016,8,8,0
sam's club,council bluffs,51501,POINT (-95.847163 41.225208),pottawatta,imported distilled spirit specialty,luxco inc,juarez gold dss,12,1000,5.17,7.76,84,651.84,84.0,22.19,2018,9,7,4
sid's beverage shop,dubuque,52003,POINT (-90.705328 42.491862),dubuque,distilled spirits specialty,sazerac company  inc,montezuma blue,12,1000,4.5,6.75,84,567.0,84.0,22.19,2013,11,6,2
"iowa street market, inc.",dubuque,52001,POINT (-90.668138 42.504959),dubuque,distilled spirits specialty,sazerac company  inc,montezuma blue,12,1000,4.66,6.99,60,419.4,60.0,15.85,2015,9,22,1
sid's beverage shop,dubuque,52003,POINT (-90.705328 42.491862),dubuque,imported distilled spirit specialty,sazerac company  inc,montezuma blue,12,1000,4.66,6.99,168,1174.32,168.0,44.38,2019,11,11,0
"iowa street market, inc.",dubuque,52001,POINT (-90.668138 42.504959),dubuque,imported distilled spirit specialty,sazerac company  inc,montezuma blue,12,1000,4.66,6.99,132,922.68,132.0,34.87,2018,6,12,1
sid's beverage shop,dubuque,52003,POINT (-90.705328 42.491862),dubuque,distilled spirits specialty,sazerac company  inc,montezuma blue,12,1000,4.5,6.75,132,891.0,132.0,34.87,2013,6,25,1
aj's liquor iii,ames,50010,POINT (-93.648959 42.021456),story,imported distilled spirit specialty,sazerac company  inc,montezuma blue,12,1000,4.66,6.99,48,335.52,48.0,12.68,2017,7,17,0
sid's beverage shop,dubuque,52003,POINT (-90.705328 42.491862),dubuque,distilled spirits specialty,sazerac company  inc,montezuma blue,12,1000,4.5,6.75,60,405.0,60.0,15.85,2014,2,19,2
"iowa street market, inc.",dubuque,52001,POINT (-90.668138 42.504959),dubuque,imported distilled spirit specialty,sazerac company  inc,montezuma blue,12,1000,4.66,6.99,72,503.28,72.0,19.02,2018,1,16,1
hy-vee,iowa falls,50126,POINT (-93.262364 42.508752),hardin,imported distilled spirit specialty,sazerac company  inc,montezuma blue,12,1000,4.66,6.99,48,335.52,48.0,12.68,2019,5,6,0
hy-vee,corning,50841,POINT (-94.731809 40.991861),adams,imported distilled spirit specialty,sazerac company  inc,montezuma blue,12,1000,4.66,6.99,2,13.98,2.0,0.52,2020,7,17,4
"iowa street market, inc.",dubuque,52001,POINT (-90.668138 42.504959),dubuque,distilled spirits specialty,sazerac company  inc,montezuma blue,12,1000,4.5,6.75,60,405.0,60.0,15.85,2015,5,19,1
aj's liquor iii,ames,50010,POINT (-93.648959 42.021456),story,imported distilled spirit specialty,sazerac company  inc,montezuma blue,12,1000,4.66,6.99,48,335.52,48.0,12.68,2017,4,26,2
"iowa street market, inc.",dubuque,52001,POINT (-90.668138 42.504959),dubuque,distilled spirits specialty,sazerac company  inc,montezuma blue,12,1000,4.5,6.75,120,810.0,120.0,31.7,2014,10,22,2
quick shop,clear lake,50428,POINT (-93.378772 43.142868),cerro gordo,american amaretto,luxco inc,paramount amaretto,12,1000,4.05,6.08,4,24.32,4.0,1.06,2016,8,4,3
al's liquors unlimited,storm lake,50588,POINT (-95.202405 42.647492),buena vista,american amaretto,luxco inc,paramount amaretto,12,1000,4.05,6.08,4,24.32,4.0,1.06,2016,8,9,1
hy-vee,dubuque,52001,POINT (-90.666497 42.49721900000001),dubuque,american amaretto,luxco inc,paramount amaretto,12,1000,4.05,6.08,4,24.32,4.0,1.06,2016,1,19,1
north scott foods,eldridge,52748,POINT (-90.577311 41.654695000000004),scott,american amaretto,luxco inc,paramount amaretto,12,1000,4.05,6.08,4,24.32,4.0,1.06,2016,8,3,2
sam's club,sioux city,51106,POINT (-96.37082 42.43407),woodbury,american amaretto,luxco inc,paramount amaretto,12,1000,4.04,6.06,48,290.88,48.0,12.68,2012,6,13,2
sac liquor store,sac city,50583,POINT (-94.974011 42.421341),sac,american amaretto,luxco inc,paramount amaretto,12,1000,4.05,6.08,5,30.4,5.0,1.32,2016,1,27,2
sam's club,davenport,52807,POINT (-90.527081 41.559731),scott,american amaretto,luxco inc,paramount amaretto,12,1000,4.04,6.06,60,363.6,60.0,15.85,2013,2,26,1
kwik stop food mart,dubuque,52001,POINT (-90.672722 42.515773),dubuque,american amaretto,luxco inc,paramount amaretto,12,1000,4.04,6.06,4,24.24,4.0,1.06,2012,12,31,0
hy-vee,spencer,51301,POINT (-95.14506 43.145897),clay,american amaretto,luxco inc,paramount amaretto,12,1000,4.05,6.08,4,24.32,4.0,1.06,2016,8,17,2
fareway stores,webster city,50595,POINT (-93.827718 42.469488),hamilton,american amaretto,luxco inc,paramount amaretto,12,1000,4.05,6.08,4,24.32,4.0,1.06,2014,7,22,1
hy-vee,spencer,51301,POINT (-95.14506 43.145897),clay,american amaretto,luxco inc,paramount amaretto,12,1000,4.04,6.06,5,30.3,5.0,1.32,2013,1,16,2
hy-vee,boone,50036,POINT (-93.876107 42.063831),boone,american amaretto,luxco inc,paramount amaretto,12,1000,4.05,6.08,4,24.32,4.0,1.06,2014,11,19,2
mac's liquor and videos,corydon,50060,POINT (-93.315977 40.757158),wayne,american amaretto,luxco inc,paramount amaretto,12,1000,4.04,6.06,4,24.24,4.0,1.06,2012,5,30,2
hy-vee,des moines,50320,POINT (-93.596754 41.554101),polk,american amaretto,luxco inc,paramount amaretto,12,1000,4.04,6.06,48,290.88,48.0,12.68,2013,10,24,3
j d spirits liquor,onawa,51040,POINT (-96.095845 42.025841),monona,american cordials & liqueurs,luxco inc,paramount amaretto,12,1000,4.05,6.08,2,6.08,2.0,0.52,2016,8,31,2
fill r up,council bluffs,51503,POINT (-95.81790900000001 41.220431),pottawattamie,american amaretto,luxco inc,paramount amaretto,12,1000,4.05,6.08,5,30.4,5.0,1.32,2014,11,4,1
hy-vee,dubuque,52001,POINT (-90.666497 42.49721900000001),dubuque,american amaretto,luxco inc,paramount amaretto,12,1000,4.05,6.08,4,24.32,4.0,1.06,2016,3,15,1
sac liquor store,sac city,50583,POINT (-94.974011 42.421341),sac,american amaretto,luxco inc,paramount amaretto,12,1000,4.05,6.08,4,24.32,4.0,1.06,2015,12,16,2
sac liquor store,sac city,50583,POINT (-94.974011 42.421341),sac,american amaretto,luxco inc,paramount amaretto,12,1000,4.05,6.08,4,24.32,4.0,1.06,2015,11,4,2
sam's club,cedar rapids,52402,POINT (-91.67969 42.031819),linn,american amaretto,luxco inc,paramount amaretto,12,1000,4.04,6.06,60,363.6,60.0,15.85,2012,7,5,3
kum & go,burlington,52601,POINT (-91.101093 40.811112),des moines,american amaretto,luxco inc,paramount amaretto,12,1000,4.04,6.06,4,24.24,4.0,1.06,2012,6,27,2
main street liquors,hawarden,51023,POINT (-96.48518900000002 42.996100000000006),sioux,american amaretto,luxco inc,paramount amaretto,12,1000,4.05,6.08,4,24.32,4.0,1.06,2015,9,22,1
stratford food center,stratford,50249,POINT (-93.92715 42.271302),hamilton,american amaretto,luxco inc,paramount amaretto,12,1000,4.05,6.08,4,24.32,4.0,1.06,2014,12,27,5
casey's general store,grundy center,50638,POINT (-92.770411 42.361494),grundy,american amaretto,luxco inc,paramount amaretto,12,1000,4.04,6.06,4,24.24,4.0,1.06,2013,2,5,1
great pastimes,monticello,52310,POINT (-91.183413 42.24013200000001),jones,american amaretto,luxco inc,paramount amaretto,12,1000,4.04,6.06,5,30.3,5.0,1.32,2012,8,21,1
sam's club,davenport,52807,POINT (-90.527081 41.559731),scott,american amaretto,luxco inc,paramount amaretto,12,1000,4.05,6.08,60,364.8,60.0,15.85,2015,2,11,2
great pastimes,monticello,52310,POINT (-91.183413 42.24013200000001),jones,american amaretto,luxco inc,paramount amaretto,12,1000,4.05,6.08,5,30.4,5.0,1.32,2016,2,23,1
sam's club,waterloo,50702,POINT (-92.353103 42.456374),black hawk,distilled spirits specialty,sazerac company  inc,tortilla gold dss,12,1000,4.51,6.77,768,5199.36,768.0,202.88,2015,10,26,0
hy-vee,waterloo,50701,POINT (-92.403843 42.505197),black hawk,distilled spirits specialty,sazerac company  inc,tortilla gold dss,12,1000,4.51,6.76,180,1216.8,180.0,47.55,2012,5,14,0
sam's club,waterloo,50702,POINT (-92.353103 42.456374),black hawk,distilled spirits specialty,sazerac company  inc,tortilla gold dss,12,1000,4.51,6.76,204,1379.04,204.0,53.89,2013,11,18,0
hy-vee,sioux city,51104,POINT (-96.417783 42.519886),woodbury,imported distilled spirit specialty,sazerac company  inc,tortilla gold dss,12,1000,4.85,7.28,60,436.8,60.0,15.85,2020,10,20,1
liquor downtown,iowa city,52240,POINT (-91.530181 41.657654),johnson,distilled spirits specialty,sazerac company  inc,tortilla gold dss,12,1000,4.51,6.77,60,406.2,60.0,15.85,2015,8,26,2
sam's club,ames,50010,POINT (-93.613648 42.001123),story,imported distilled spirit specialty,sazerac company  inc,tortilla gold dss,12,1000,4.51,6.77,768,5199.36,768.0,202.88,2017,1,25,2
sam's club,ankeny,50021,POINT (-93.581273 41.691),polk,imported distilled spirit specialty,sazerac company  inc,tortilla gold dss,12,1000,4.85,7.28,768,5591.04,768.0,202.88,2020,10,21,2
hy-vee,sioux city,51104,POINT (-96.417783 42.519886),woodbury,imported distilled spirit specialty,sazerac company  inc,tortilla gold dss,12,1000,4.85,7.28,60,436.8,60.0,15.85,2019,11,19,1
sam's club,cedar rapids,52402,POINT (-91.67969 42.031819),linn,imported distilled spirit specialty,sazerac company  inc,tortilla gold dss,12,1000,4.85,7.28,768,5591.04,768.0,202.88,2019,11,14,3
hy-vee,des moines,50320,POINT (-93.596754 41.554101),polk,imported distilled spirit specialty,sazerac company  inc,tortilla gold dss,12,1000,4.51,6.77,60,406.2,60.0,15.85,2018,6,7,3
hy-vee,denison,51442,POINT (-95.348601 42.012395),crawford,imported distilled spirit specialty,sazerac company  inc,tortilla gold dss,12,1000,4.51,6.77,240,1624.8,240.0,63.4,2018,9,13,3
sam's club,waterloo,50702,POINT (-92.353103 42.456374),black hawk,distilled spirits specialty,sazerac company  inc,tortilla gold dss,12,1000,4.51,6.76,396,2676.96,396.0,104.61,2013,7,22,0
hy-vee,des moines,50320,POINT (-93.596754 41.554101),polk,imported distilled spirit specialty,sazerac company  inc,tortilla gold dss,12,1000,4.85,7.28,660,4804.8,660.0,174.35,2020,4,30,3
hy-vee,council bluffs,51503,POINT (-95.825137 41.242732),pottawattamie,distilled spirits specialty,sazerac company  inc,tortilla gold dss,12,1000,4.51,6.77,4,27.08,4.0,1.06,2016,8,8,0
tobacco shop,arnolds park,51331,POINT (-95.14027400000002 43.361577),dickinson,distilled spirits specialty,sazerac company  inc,tortilla gold dss,12,1000,4.51,6.77,4,27.08,4.0,1.06,2015,7,14,1
jiffy,spirit lake,51360,POINT (-95.126585 43.42282),dickinson,imported distilled spirit specialty,sazerac company  inc,tortilla gold dss,12,1000,4.85,7.28,216,1572.48,216.0,57.06,2019,2,6,2
tobacco shop,arnolds park,51331,POINT (-95.14027400000002 43.361577),dickinson,imported distilled spirit specialty,sazerac company  inc,tortilla gold dss,12,1000,4.85,7.28,2,14.56,2.0,0.52,2019,2,6,2
hy-vee,des moines,50320,POINT (-93.596754 41.554101),polk,imported distilled spirit specialty,sazerac company  inc,tortilla gold dss,12,1000,4.51,6.77,60,406.2,60.0,15.85,2017,1,26,3
"charlie's wine and spirits,",sioux city,51103,POINT (-96.420193 42.510535),woodbury,imported distilled spirit specialty,sazerac company  inc,tortilla gold dss,12,1000,4.51,6.77,48,324.96,48.0,12.68,2018,8,1,2
hy-vee,sioux city,51105,POINT (-96.364108 42.487752),woodbury,imported distilled spirit specialty,sazerac company  inc,tortilla gold dss,12,1000,4.85,7.28,2,14.56,2.0,0.52,2019,2,20,2
tipton family foods,tipton,52772,POINT (-91.128389 41.771753),cedar,imported distilled spirit specialty,sazerac company  inc,tortilla gold dss,12,1000,4.85,7.28,4,29.12,4.0,1.05,2019,2,13,2
sam's club,waterloo,50702,POINT (-92.353103 42.456374),black hawk,imported distilled spirit specialty,sazerac company  inc,tortilla gold dss,12,1000,4.51,6.77,768,5199.36,768.0,202.88,2018,6,4,0
sam's club,cedar rapids,52402,POINT (-91.67969 42.031819),linn,imported distilled spirit specialty,sazerac company  inc,tortilla gold dss,12,1000,4.85,7.28,768,5591.04,768.0,202.88,2019,2,19,1
wilkie liquors,mount vernon,52314,POINT (-91.410401 41.918328),linn,imported distilled spirit specialty,sazerac company  inc,tortilla gold dss,12,1000,4.85,7.28,60,436.8,60.0,15.85,2019,2,28,3
sam's club,ames,50010,POINT (-93.613648 42.001123),story,imported distilled spirit specialty,sazerac company  inc,tortilla gold dss,12,1000,4.85,7.28,768,5591.04,768.0,202.88,2019,7,24,2
hy-vee,denison,51442,POINT (-95.348601 42.012395),crawford,imported distilled spirit specialty,sazerac company  inc,tortilla gold dss,12,1000,4.85,7.28,48,349.44,48.0,12.68,2019,5,14,1
hy-vee,clarinda,51632,POINT (-95.037849 40.726808),page,imported distilled spirit specialty,sazerac company  inc,tortilla gold dss,12,1000,4.51,6.77,6,40.62,6.0,1.58,2018,9,21,4
"giggle juice liquor station, llc",anamosa,52205,POINT (-91.29083400000002 42.108203),jones,imported distilled spirit specialty,sazerac company  inc,tortilla gold dss,12,1000,4.85,7.28,72,524.16,72.0,19.02,2019,11,8,4
hy-vee,des moines,50320,POINT (-93.596754 41.554101),polk,imported distilled spirit specialty,sazerac company  inc,tortilla gold dss,12,1000,4.51,6.77,72,487.44,72.0,19.02,2017,8,17,3
another round,dewitt,52742,POINT (-90.539095 41.808535),clinton,imported distilled spirit specialty,sazerac company  inc,tortilla gold dss,12,1000,4.85,7.28,360,2620.8,360.0,95.1,2020,8,3,0
sam's club,waterloo,50702,POINT (-92.353103 42.456374),black hawk,distilled spirits specialty,sazerac company  inc,tortilla gold dss,12,1000,4.51,6.76,420,2839.2,420.0,110.95,2013,3,11,0
sam's club,cedar rapids,52402,POINT (-91.67969 42.031819),linn,distilled spirits specialty,sazerac company  inc,tortilla gold dss,12,1000,4.51,6.76,444,3001.44,444.0,117.29,2013,4,24,2
hy-vee,denison,51442,POINT (-95.348601 42.012395),crawford,distilled spirits specialty,sazerac company  inc,tortilla gold dss,12,1000,4.51,6.77,216,1462.32,216.0,57.06,2016,2,11,3
